,title,release_date,budget,revenue,runtime,rating,vote_count,language
3816,Annie Get Your Gun,5/17/1950,3768785.0,8000000.0,107.0,7.3,22.0,English
3817,Four Lions,5/7/2010,967686.0,4270000.0,101.0,7.0,423.0,English
3819,Defendor,9/12/2009,3500000.0,44462.0,101.0,6.5,195.0,English
3820,The Pirate,6/11/1948,3700000.0,2956000.0,102.0,6.6,17.0,English
3822,The History Boys,10/2/2006,4000000.0,13401952.0,109.0,6.6,66.0,English
3823,Midnight Cowboy,5/25/1969,3600000.0,44785053.0,113.0,7.4,299.0,English
3824,The Full Monty,8/13/1997,3500000.0,257850122.0,91.0,6.8,363.0,English
3825,Airplane!,7/2/1980,3500000.0,83453539.0,88.0,7.1,1074.0,English
3827,Friday,4/26/1995,3500000.0,28215918.0,91.0,7.0,503.0,English
3828,Menace II Society,5/26/1993,3500000.0,27900000.0,97.0,7.2,173.0,English
3829,Creepshow 2,5/1/1987,3500000.0,14000000.0,92.0,5.9,129.0,English
3830,The Ballad of Cable Hogue,5/13/1970,3716946.0,5000000.0,121.0,6.9,47.0,English
3831,In Cold Blood,12/14/1967,3500000.0,13007551.0,134.0,7.4,82.0,English
3832,The Nun's Story,6/18/1959,3500000.0,12800000.0,149.0,7.4,46.0,English
3833,Harper,2/23/1966,3500000.0,12000000.0,121.0,6.2,35.0,English
3834,Frenzy,5/25/1972,3500000.0,12600000.0,116.0,7.1,158.0,English
3835,The Witch,2/19/2016,3500000.0,40423945.0,92.0,6.3,1434.0,English
3837,She's the One,8/26/1996,3500000.0,9482579.0,96.0,5.7,70.0,English
3838,Gods and Monsters,1/21/1998,10000000.0,6451628.0,105.0,6.8,81.0,English
3839,The Secret in Their Eyes,8/13/2009,2000000.0,33965843.0,129.0,7.8,626.0,Spanish
3841,Evil Dead II,3/13/1987,3600000.0,5923044.0,84.0,7.6,742.0,English
3845,Troll Hunter,10/29/2010,3500000.0,4159678.0,103.0,6.7,583.0,Norwegian Bokmål
3847,Winter Passing,2/7/2006,3500000.0,113783.0,98.0,6.7,28.0,English
3860,High Anxiety,12/25/1977,3400000.0,31063038.0,94.0,6.5,84.0,English
3861,March of the Penguins,1/26/2005,8000000.0,127392239.0,80.0,6.9,358.0,French
3862,Margin Call,9/28/2011,3500000.0,19504039.0,107.0,6.7,524.0,English
3864,Choke,9/26/2008,3000000.0,3830137.0,92.0,6.0,127.0,English
3865,Whiplash,10/10/2014,3300000.0,13092000.0,105.0,8.3,4254.0,English
3866,City of God,2/5/2002,3300000.0,30641770.0,130.0,8.1,1814.0,Portuguese
3867,Human Traffic,6/4/1999,600000.0,4000000.0,99.0,6.8,97.0,English
3870,The Hunt,8/28/2012,3800000.0,16800000.0,115.0,7.9,927.0,Danish
3874,The Opposite Sex,11/8/2014,3300000.0,45000.0,96.0,4.1,9.0,English
3875,Dreaming of Joseph Lees,10/29/1999,2000000.0,7.0,92.0,8.0,1.0,English
3877,Rosemary's Baby,6/12/1968,3200000.0,33395426.0,136.0,7.5,863.0,English
3878,The Man Who Shot Liberty Valance,4/22/1962,3200000.0,8000000.0,123.0,7.4,265.0,English
3881,Beginners,9/11/2010,3200000.0,5332926.0,105.0,6.8,347.0,English
3883,Animal House,7/27/1978,2700000.0,141000000.0,109.0,7.0,418.0,English
3884,Goldfinger,9/17/1964,2500000.0,124881062.0,110.0,7.2,987.0,English
3886,It's a Wonderful Life,12/20/1946,3180000.0,9644124.0,130.0,8.0,1076.0,English
3887,Trainspotting,2/23/1996,4000000.0,16491080.0,93.0,7.8,2655.0,English
3889,Paranormal Activity 2,10/20/2010,3000000.0,177512032.0,91.0,5.7,722.0,English
3891,Bowling for Columbine,10/9/2002,4000000.0,35564473.0,120.0,7.3,453.0,English
3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,10/31/1985,3000000.0,29999213.0,87.0,5.7,361.0,English
3894,A Room with a View,12/13/1985,3000000.0,20966644.0,117.0,6.9,156.0,English
3895,The Purge,5/31/2013,3000000.0,89328627.0,86.0,6.0,2428.0,English
3896,Sinister,3/29/2012,3000000.0,77712439.0,110.0,6.7,1573.0,English
3897,Martin Lawrence Live: Runteldat,8/1/2002,3000000.0,19184015.0,113.0,5.0,1.0,English
3898,Cat on a Hot Tin Roof,2/17/1958,3000000.0,17570324.0,108.0,7.6,165.0,English
3899,Beneath the Planet of the Apes,5/1/1970,3000000.0,18999718.0,95.0,6.2,361.0,English
3900,Air Bud,8/1/1997,3000000.0,23144499.0,98.0,5.3,106.0,English
3901,Pokémon: Spell of the Unknown,7/8/2000,16000000.0,68411275.0,93.0,5.9,137.0,Japanese
3902,Friday the 13th Part VI: Jason Lives,8/1/1986,3000000.0,19472057.0,86.0,5.7,216.0,English
3903,The Bridge on the River Kwai,10/2/1957,3000000.0,33300000.0,161.0,7.7,542.0,English
3904,Spaced Invaders,4/27/1990,3000000.0,15369573.0,100.0,4.7,25.0,English
3905,Family Plot,4/9/1976,2000000.0,7900000.0,121.0,6.7,86.0,English
3906,The Apartment,6/15/1960,3000000.0,25000000.0,125.0,8.1,483.0,English
3907,Jason Goes to Hell: The Final Friday,8/13/1993,3000000.0,15938065.0,87.0,4.2,193.0,English
3908,Torn Curtain,7/13/1966,3000000.0,13000000.0,128.0,6.4,120.0,English
3909,Dave Chappelle's Block Party,9/12/2005,3000000.0,11718595.0,100.0,6.4,28.0,English
3913,Elmer Gantry,6/19/1960,3000000.0,10400000.0,146.0,7.3,41.0,English
3914,Judgment at Nuremberg,12/1/1961,3000000.0,10000000.0,186.0,7.6,155.0,English
3916,Red River,8/26/1948,3000000.0,9012000.0,133.0,7.3,82.0,English
3918,Before Midnight,4/5/2013,3000000.0,11176469.0,108.0,7.4,568.0,English
3920,Phantasm II,7/8/1988,3000000.0,7282851.0,97.0,6.3,94.0,English
3921,Woman Thou Art Loosed,9/30/2004,3000000.0,6804016.0,94.0,5.0,3.0,English
3924,East Is East,5/14/1999,3800000.0,28200000.0,97.0,6.5,59.0,English
3926,Kama Sutra - A Tale of Love,9/11/1996,3000000.0,4109095.0,117.0,5.7,35.0,English
3928,Willy Wonka & the Chocolate Factory,6/29/1971,3000000.0,4000000.0,100.0,7.4,798.0,English
3933,Jawbreaker,1/30/1999,3000000.0,3076820.0,87.0,5.9,90.0,English
3934,Basquiat,8/9/1996,2962051.0,3011195.0,108.0,6.6,94.0,English
3936,Tsotsi,8/18/2005,3000000.0,9879971.0,94.0,6.9,94.0,Afrikaans
3937,Happiness,10/16/1998,3000000.0,2807390.0,139.0,7.4,194.0,English
3939,Tusk,9/19/2014,2800000.0,1826705.0,102.0,5.1,366.0,English
3940,Oldboy,1/1/2003,3000000.0,14980005.0,120.0,8.0,1945.0,Korean
3942,Hobo with a Shotgun,5/6/2011,3000000.0,748453.0,86.0,5.7,211.0,English
3946,Fish Tank,5/14/2009,3000000.0,2357852.0,123.0,6.9,250.0,English
3949,Bachelorette,8/6/2012,3000000.0,11947954.0,87.0,5.3,444.0,English
3956,The Divide,3/13/2011,3000000.0,22000.0,112.0,5.7,197.0,English
3958,Demonic,2/12/2015,3000000.0,3387000.0,83.0,4.9,148.0,English
3966,Point Blank,8/30/1967,2500000.0,3200000.0,92.0,7.1,95.0,English
3974,Central Station,1/16/1998,2900000.0,5596708.0,113.0,7.6,126.0,Portuguese
3975,Pocketful of Miracles,12/18/1961,2900000.0,5000000.0,136.0,7.3,25.0,English
3979,Freakonomics,10/1/2010,3000000.0,103735.0,93.0,6.6,36.0,English
3983,Hustle & Flow,7/22/2005,8000000.0,23563727.0,116.0,6.9,99.0,English
3984,Some Like It Hot,3/18/1959,2883848.0,25000000.0,122.0,8.0,808.0,English
3985,Friday the 13th Part VII: The New Blood,5/13/1988,2800000.0,19170001.0,88.0,5.3,192.0,English
3986,The Wizard of Oz,8/15/1939,2777000.0,33754967.0,102.0,7.4,1642.0,English
3987,Young Frankenstein,12/15/1974,2800000.0,86273333.0,106.0,7.7,854.0,English
3988,Diary of the Dead,9/8/2007,2000000.0,5364858.0,95.0,5.4,190.0,English
3991,The Black Stallion,10/17/1979,2700000.0,37799643.0,118.0,7.0,59.0,English
3994,Donovan's Reef,6/12/1963,2686000.0,6600000.0,109.0,6.0,30.0,English
3996,A Guy Named Joe,3/1/1944,2627000.0,5363000.0,120.0,6.0,8.0,English
3997,Blazing Saddles,2/7/1974,2600000.0,119500000.0,93.0,7.2,609.0,English
3998,Friday the 13th: The Final Chapter,4/13/1984,2600000.0,32980880.0,91.0,5.9,237.0,English
3999,Ida,10/25/2013,2159280.0,10700000.0,80.0,7.1,260.0,Polish
4002,Riding Giants,7/9/2004,2600000.0,3166000.0,105.0,7.6,23.0,English
4003,Timecrimes,9/20/2007,2600000.0,553198.0,92.0,7.0,308.0,Spanish
4006,Singin' in the Rain,4/10/1952,2540800.0,7200000.0,103.0,7.8,727.0,English
4008,A Haunted House,1/11/2013,2500000.0,60141683.0,86.0,5.4,516.0,English
4009,2016: Obama's America,7/13/2012,2500000.0,33400000.0,87.0,4.6,19.0,English
4011,Halloween III: Season of the Witch,10/22/1982,2500000.0,14400000.0,98.0,5.0,229.0,English
4012,Escape from the Planet of the Apes,5/20/1971,2500000.0,12348905.0,98.0,6.3,264.0,English
4013,Hud,5/29/1963,2500000.0,10000000.0,112.0,7.5,66.0,English
4016,Garden State,7/28/2004,2500000.0,26781723.0,102.0,7.1,618.0,English
4017,Before Sunrise,1/27/1995,2500000.0,5535405.0,105.0,7.7,959.0,English
4022,Robot & Frank,8/16/2012,2500000.0,3325038.0,85.0,6.8,450.0,English
4024,The Spectacular Now,8/2/2013,2500000.0,6854611.0,95.0,6.8,1048.0,English
4028,Eye of the Dolphin,8/24/2007,2500000.0,71904.0,100.0,7.1,7.0,English
4032,Sleep Dealer,12/10/2008,2500000.0,107559.0,90.0,6.0,40.0,English
4033,Super,9/9/2010,2500000.0,324138.0,96.0,6.6,441.0,English
4037,Get on the Bus,10/16/1996,2400000.0,5731103.0,120.0,7.0,11.0,English
4039,Idiocracy,9/1/2006,30000000.0,495303.0,84.0,6.3,664.0,English
4041,This Is England,9/12/2006,2380000.0,8176544.0,101.0,7.4,363.0,English
4043,Bathing Beauty,7/1/1944,2361000.0,6892000.0,101.0,7.0,4.0,English
4046,Show Boat,7/13/1951,2300000.0,11000000.0,107.0,6.9,18.0,English
4050,Fantasia,11/13/1940,2280000.0,83320000.0,124.0,7.2,808.0,English
4052,Friday the 13th Part III,8/13/1982,4000000.0,36690067.0,95.0,5.7,254.0,English
4053,Friday the 13th: A New Beginning,3/22/1985,2200000.0,21930418.0,92.0,5.1,196.0,English
4057,The Valley of Decision,6/1/1945,2160000.0,9132000.0,119.0,5.8,4.0,English
4062,The Best Years of Our Lives,12/25/1946,2100000.0,23650000.0,172.0,7.6,143.0,English
4066,[REC],4/10/2007,1500000.0,30448000.0,78.0,7.1,934.0,Spanish
4071,From Russia with Love,10/11/1963,2000000.0,78898765.0,115.0,6.9,760.0,English
4073,Sleeper,12/17/1973,2000000.0,18344729.0,89.0,7.0,200.0,English
4074,It Follows,2/4/2015,2000000.0,14674076.0,100.0,6.6,1832.0,English
4075,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,8/6/1972,2000000.0,18016290.0,88.0,6.6,215.0,English
4076,To Kill a Mockingbird,12/25/1962,2000000.0,13129846.0,129.0,8.0,657.0,English
4077,Mad Max 2: The Road Warrior,12/24/1981,2000000.0,24600832.0,95.0,7.3,957.0,English
4079,Boys Don't Cry,9/2/1999,2000000.0,11540607.0,118.0,7.2,353.0,English
4080,Silent House,1/21/2011,2000000.0,13101672.0,85.0,5.2,125.0,English
4081,The Lives of Others,3/15/2006,2000000.0,70000000.0,137.0,7.9,958.0,German
4082,Courageous,9/30/2011,1000000.0,34522221.0,129.0,6.8,77.0,English
4083,The Hustler,9/25/1961,2000000.0,7600000.0,134.0,7.6,240.0,English
4084,Boom Town,8/30/1940,2000000.0,9172000.0,119.0,6.5,8.0,English
4085,The Triplets of Belleville,6/11/2003,8000000.0,1477676.0,80.0,7.3,231.0,French
4088,Before Sunset,2/10/2004,2700000.0,15992615.0,80.0,7.6,718.0,English
4089,Amores perros,6/16/2000,2000000.0,20908467.0,154.0,7.6,521.0,Spanish
4090,Thirteen,8/20/2003,2000000.0,4601043.0,100.0,6.7,339.0,English
4091,Gentleman's Agreement,11/11/1947,2000000.0,7800000.0,118.0,6.8,47.0,English
4092,Winter's Bone,6/11/2010,2000000.0,13831503.0,100.0,6.8,565.0,English
4094,Alexander's Ragtime Band,5/24/1938,2000000.0,4000000.0,106.0,4.8,6.0,English
4096,Inside Job,10/8/2010,2000000.0,7871522.0,109.0,7.7,286.0,English
4097,We Are Your Friends,8/26/2015,6000000.0,11122090.0,96.0,6.3,658.0,English
4099,Harsh Times,9/11/2005,2000000.0,5967038.0,120.0,6.3,197.0,English
4100,Captive,9/17/2015,2000000.0,2801508.0,97.0,5.6,92.0,English
4101,Full Frontal,8/2/2002,2000000.0,2506446.0,96.0,4.8,26.0,English
4103,Shortbus,5/20/2006,2000000.0,5179037.0,101.0,6.3,140.0,English
4104,Waltz with Bashir,6/25/2008,2000000.0,11125849.0,90.0,7.8,291.0,Hebrew
4105,"The Book of Mormon Movie, Volume 1: The Journey",9/12/2003,2000000.0,1672730.0,120.0,5.0,2.0,English
4106,No End in Sight,7/27/2007,2000000.0,1431623.0,102.0,7.2,23.0,English
4107,The Diary of a Teenage Girl,8/7/2015,2000000.0,1477002.0,98.0,6.8,279.0,English
4110,Inside Deep Throat,2/11/2005,2000000.0,653621.0,92.0,6.8,31.0,English
4113,The Virginity Hit,9/10/2010,2000000.0,563706.0,120.0,4.6,19.0,English
4114,Subway,4/10/1985,2000000.0,390659.0,104.0,6.3,86.0,French
4117,Six-String Samurai,9/18/1998,2000000.0,124494.0,91.0,5.8,36.0,English
4119,It's All Gone Pete Tong,9/12/2004,2000000.0,120620.0,90.0,7.1,52.0,English
4120,Saint John of Las Vegas,6/10/2009,3800000.0,111731.0,84.0,5.9,18.0,English
4122,Stonewall,9/18/2015,13500000.0,187674.0,129.0,5.2,32.0,English
4123,Roadside Romeo,10/24/2008,7000000.0,1100000.0,93.0,6.7,3.0,English
4128,Return of the Living Dead 3,10/1/1993,2000000.0,54207.0,97.0,5.9,88.0,English
4130,Sherrybaby,9/8/2006,2000000.0,622806.0,96.0,6.3,41.0,English
4138,Stitches,5/19/2012,100000.0,95000.0,86.0,5.5,92.0,English
4141,Bananas,4/28/1971,2000000.0,11833696.0,82.0,6.7,165.0,English
4162,Buried,9/24/2010,1987650.0,19152480.0,94.0,6.6,827.0,English
4170,The Last Exorcism,8/27/2010,1800000.0,67738090.0,87.0,5.6,328.0,English
4172,A Streetcar Named Desire,9/18/1951,1800000.0,8000000.0,125.0,7.6,281.0,English
4173,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1/29/1964,1800000.0,9440272.0,95.0,8.0,1442.0,English
4175,Beasts of the Southern Wild,6/29/2012,1800000.0,21107746.0,93.0,6.8,403.0,English
4176,Battle for the Planet of the Apes,6/15/1973,1700000.0,8844595.0,93.0,5.5,215.0,English
4178,Higher Ground,8/26/2011,2000000.0,841733.0,109.0,5.3,14.0,English
4183,Hang 'em High,7/31/1968,1800000.0,6800000.0,114.0,6.7,192.0,English
4189,Run Lola Run,8/20/1998,1530000.0,7267585.0,81.0,7.2,664.0,German
4190,May,1/13/2002,500000.0,150277.0,93.0,6.3,152.0,English
4193,Conquest of the Planet of the Apes,6/29/1972,1700000.0,9700000.0,88.0,6.1,236.0,English
4195,I Spit on Your Grave,6/17/2010,2000000.0,572809.0,108.0,6.3,519.0,English
4196,"Happy, Texas",12/3/1999,1700000.0,1943649.0,98.0,5.5,39.0,English
4198,The Lunchbox,9/19/2013,1000000.0,4235151.0,104.0,7.3,221.0,Hindi
4200,You Can't Take It With You,8/23/1938,1644736.0,7433101.0,126.0,7.2,79.0,English
4201,From Here to Eternity,8/4/1953,1650000.0,30500000.0,118.0,7.2,133.0,English
4202,She Wore a Yellow Ribbon,10/22/1949,1600000.0,5400000.0,103.0,7.1,61.0,English
4209,The Conversation,4/7/1974,1600000.0,4420000.0,113.0,7.5,372.0,English
4214,Waitress,5/25/2007,2000000.0,22179430.0,108.0,6.7,129.0,English
4215,Bloodsport,2/26/1988,1500000.0,11806119.0,92.0,6.6,363.0,English
4216,Mr. Smith Goes to Washington,10/19/1939,1500000.0,9600000.0,129.0,7.9,241.0,English
4217,Kids,7/28/1995,1500000.0,7412216.0,91.0,6.8,279.0,English
4218,The Squid and the Whale,10/5/2005,1500000.0,11098131.0,81.0,6.9,226.0,English
4219,Kissing Jessica Stein,4/21/2001,1000000.0,10013424.0,97.0,5.9,48.0,English
4221,Spellbound,12/28/1945,1500000.0,7000000.0,111.0,7.3,160.0,English
4223,Buffalo '66,1/20/1998,1500000.0,2375097.0,110.0,7.1,166.0,English
4224,Insidious,9/13/2010,1500000.0,97009150.0,103.0,6.8,1737.0,English
4225,Repo Man,2/20/1984,1500000.0,2300000.0,92.0,6.7,144.0,English
4228,The Ballad of Jack and Rose,3/25/2005,1500000.0,712294.0,111.0,6.5,43.0,English
4229,The To Do List,7/24/2013,1500000.0,3566225.0,104.0,5.5,342.0,English
4230,Killing Zoe,10/1/1993,1500000.0,418961.0,96.0,6.1,111.0,English
4231,The Believer,1/19/2001,1500000.0,416925.0,98.0,6.8,151.0,English
4234,Session 9,8/10/2001,1500000.0,373967.0,100.0,6.2,251.0,English
4238,Modern Times,2/5/1936,1.0,8500000.0,87.0,8.1,856.0,English
4240,My Name Is Bruce,10/1/2007,1500000.0,173066.0,86.0,5.9,107.0,English
4245,Pontypool,3/6/2009,1500000.0,32000.0,93.0,6.6,183.0,English
4248,The Lords of Salem,9/10/2012,1500000.0,1165882.0,101.0,5.1,242.0,English
4259,Snow White and the Seven Dwarfs,12/20/1937,1488423.0,184925486.0,83.0,6.9,1914.0,English
4261,Shalako,11/6/1968,1455000.0,2620000.0,113.0,5.4,12.0,English
4268,"Lock, Stock and Two Smoking Barrels",3/5/1998,1350000.0,3897569.0,105.0,7.5,1648.0,English
4272,Journey from the Fall,2/22/2006,1300000.0,639000.0,135.0,5.0,1.0,Vietnamese
4281,Rebecca,4/12/1940,1288000.0,6000000.0,130.0,7.7,336.0,English
4282,Friday the 13th Part 2,5/1/1981,1250000.0,21722776.0,87.0,6.0,315.0,English
4283,The Lost Weekend,11/25/1945,1250000.0,11000000.0,101.0,7.4,112.0,English
4284,C.H.U.D.,8/31/1984,1250000.0,3412497.0,88.0,5.3,62.0,English
4287,Niagara,1/21/1953,1250000.0,8500000.0,92.0,6.7,79.0,English
4288,How Green Was My Valley,10/28/1941,1250000.0,6000000.0,118.0,6.8,72.0,English
4291,Saw,10/1/2004,1200000.0,103911669.0,103.0,7.2,2184.0,English
4292,Super Troopers,1/18/2001,3000000.0,18492362.0,100.0,6.6,362.0,English
4297,The Trouble with Harry,10/3/1955,1200000.0,7000000.0,99.0,6.9,149.0,English
4299,Home Run,4/19/2013,1200000.0,2861020.0,114.0,6.3,24.0,English
4300,Reservoir Dogs,9/2/1992,1200000.0,14661007.0,99.0,8.0,3697.0,English
4302,"The Good, the Bad and the Ugly",12/23/1966,1200000.0,6000000.0,161.0,8.1,2311.0,Italian
4306,"Pink Ribbons, Inc.",9/11/2011,900000.0,25000.0,97.0,6.8,6.0,English
4312,The Charge of the Light Brigade,10/20/1936,1200000.0,2736000.0,115.0,6.8,18.0,English
4315,Airborne,9/17/1993,2600000.0,2850263.0,91.0,6.1,20.0,English
4319,Waiting...,10/7/2005,3000000.0,18637690.0,94.0,6.2,237.0,English
4321,From a Whisper to a Scream,9/25/1987,1100000.0,1400000.0,99.0,6.8,15.0,English
4326,The Raid,9/8/2011,1100000.0,4105187.0,101.0,7.3,1055.0,Indonesian
4329,Casablanca,11/26/1942,878000.0,10462500.0,102.0,7.9,1422.0,English
4333,Rocky,11/21/1976,1000000.0,117235147.0,119.0,7.5,1791.0,English
4335,Tom Jones,10/6/1963,1000000.0,37600000.0,128.0,6.1,39.0,English
4336,Unfriended,4/17/2015,1000000.0,62882090.0,82.0,5.5,1047.0,English
4337,Taxi Driver,2/7/1976,1300000.0,28262574.0,114.0,8.0,2535.0,English
4338,The Howling,4/3/1981,1000000.0,17985893.0,91.0,6.4,161.0,English
4339,Dr. No,10/4/1962,950000.0,59600000.0,110.0,6.9,940.0,English
4341,Hellraiser,9/11/1987,1000000.0,14564027.0,94.0,6.9,449.0,English
4342,God's Not Dead 2,4/1/2016,5000000.0,23507567.0,121.0,5.7,72.0,English
4343,Cry_Wolf,9/16/2005,1000000.0,10047674.0,90.0,5.6,126.0,English
4344,Godzilla 2000,12/11/1999,1000000.0,10037390.0,107.0,5.9,43.0,Japanese
4345,Blue Valentine,12/27/2010,3500000.0,16566240.0,112.0,6.9,890.0,English
4346,Transamerica,12/23/2005,1000000.0,13350369.0,103.0,6.9,144.0,English
4347,The Devil Inside,1/6/2012,1000000.0,101758490.0,83.0,4.6,262.0,English
4348,Beyond the Valley of the Dolls,7/17/1970,2090000.0,40000000.0,109.0,6.6,53.0,English
4349,Love Me Tender,11/15/1956,1000000.0,9000000.0,89.0,5.5,21.0,English
4350,An Inconvenient Truth,1/24/2006,1000000.0,46243000.0,100.0,6.7,251.0,English
4351,Sands of Iwo Jima,12/14/1949,1000000.0,7800000.0,100.0,6.2,33.0,English
4353,The Green Inferno,9/4/2014,5000000.0,6833445.0,100.0,5.0,349.0,English
4355,The Sessions,5/2/2012,1000000.0,9138338.0,98.0,6.6,179.0,English
4364,Two Girls and a Guy,9/7/1997,1000000.0,2057193.0,84.0,5.4,24.0,English
4366,Who Killed the Electric Car?,8/4/2006,1000000.0,1678874.0,92.0,7.2,59.0,English
4367,The Broken Hearts Club: A Romantic Comedy,2/1/2000,1000000.0,1744858.0,94.0,6.3,25.0,English
4370,Brigham City,3/30/2001,1000000.0,852206.0,119.0,7.3,4.0,English
4371,Fiza,9/8/2000,1000000.0,623791.0,170.0,6.1,7.0,Hindi
4375,Blue Car,1/11/2002,1000000.0,464000.0,92.0,6.7,13.0,English
4381,The Act of Killing,8/31/2012,1000000.0,444575.0,115.0,7.5,210.0,Indonesian
4382,Taxi to the Dark Side,4/30/2007,1000000.0,274661.0,106.0,6.6,53.0,English
4397,Alone With Her,4/28/2006,1000000.0,10018.0,78.0,6.2,20.0,English
4399,Special,1/30/2006,1000000.0,7202.0,81.0,6.6,32.0,English
4427,Charly,9/23/1968,950000.0,814666.0,103.0,6.6,28.0,English
4432,On the Waterfront,6/22/1954,910000.0,9600000.0,108.0,8.0,357.0,English
4433,L!fe Happens,6/18/2011,930000.0,30905.0,100.0,5.3,66.0,English
4434,"4 Months, 3 Weeks and 2 Days",8/24/2007,852510.0,1185783.0,113.0,7.3,156.0,Romanian
4436,Hard Candy,1/14/2005,950000.0,7022209.0,103.0,6.8,701.0,English
4437,The Quiet,9/12/2005,900000.0,381420.0,96.0,6.1,73.0,English
4441,Bambi,8/14/1942,858000.0,267447150.0,70.0,6.8,1405.0,English
4443,Latter Days,7/10/2003,850000.0,819939.0,107.0,6.7,56.0,English
4446,"For a Good Time, Call...",8/31/2012,850000.0,1243961.0,85.0,5.8,110.0,English
4455,Ruby in Paradise,10/8/1993,800000.0,1001437.0,114.0,5.6,10.0,English
4456,Raising Victor Vargas,5/16/2002,800000.0,2816116.0,88.0,7.8,13.0,English
4461,The Mudge Boy,1/17/2003,800000.0,62852.0,94.0,7.3,23.0,English
4464,Dead Snow,1/9/2009,800000.0,1984662.0,91.0,6.1,311.0,Norwegian
4467,American Graffiti,8/1/1973,777000.0,140000000.0,110.0,6.9,324.0,English
4470,Safety Not Guaranteed,6/8/2012,750000.0,4007792.0,85.0,6.8,556.0,English
4472,Kill List,9/2/2011,500000.0,171760.0,95.0,6.0,210.0,English
4473,The Innkeepers,12/1/2011,750000.0,78396.0,102.0,5.4,219.0,English
4479,High Noon,3/27/1952,730000.0,8000000.0,85.0,7.6,334.0,English
4480,Hoop Dreams,9/12/1994,700000.0,7830611.0,171.0,7.7,87.0,English
4482,L.I.E.,1/20/2001,700000.0,1667192.0,97.0,6.7,31.0,English
4485,Half Nelson,8/11/2006,700000.0,4911725.0,107.0,6.5,240.0,English
4495,Top Hat,9/6/1935,609000.0,3202000.0,101.0,7.4,59.0,English
4496,The Blair Witch Project,7/14/1999,60000.0,248000000.0,81.0,6.3,1055.0,English
4497,Woodstock,3/26/1970,600000.0,34505110.0,225.0,7.1,66.0,English
4507,A Hard Day's Night,7/6/1964,560000.0,12299668.0,88.0,7.3,168.0,English
4511,Fireproof,9/26/2008,500000.0,33456317.0,122.0,7.0,100.0,English
4514,Open Water,8/6/2004,130000.0,54667954.0,79.0,5.4,315.0,English
4516,Kingdom of the Spiders,8/24/1977,500000.0,17000000.0,97.0,5.7,30.0,English
4518,The Station Agent,1/26/2003,500000.0,8679814.0,88.0,7.4,210.0,English
4521,Beyond the Mat,10/22/1999,2053648.0,500000.0,102.0,7.8,17.0,English
4524,Sholem Aleichem: Laughing In The Darkness,2/24/2012,500000.0,845188.0,93.0,7.0,2.0,English
4528,Mean Creek,1/15/2004,500000.0,603943.0,90.0,6.9,106.0,English
4535,Seven Samurai,4/26/1954,2000000.0,271841.0,207.0,8.2,878.0,Japanese
4539,Rubber,7/9/2010,500000.0,98017.0,85.0,5.7,251.0,English
4542,Monsters,6/18/2010,500000.0,4242978.0,94.0,6.2,587.0,English
